Symbol,Company Name,Industry,Mkt Cap,Prior Close,P/E Ratio (TTM)*,Revenue Growth CFY*,Return on Equity,EPS Growth CFY*,Dividend Yield
TOL,Toll Brothers Inc,Homebuilding & Construction Supplies,$5.689B,51.38,4.64x,-14.87%,22.77%,-16.08%,1.56%
TMP,Tompkins Financial Corporation,Banking Services,$1.129B,77.72,13.26x,0.00%,13.10%,0.00%,3.09%
TMRAY,Tomra Systems ASA - ADR,"Machinery, Equipment & Components",$9.684B,18.11,0.00x,0.00%,0.00%,0.00%,1.73%
TR,"Tootsie Roll Industries, Inc.",Food & Tobacco,$1.749B,43.40,42.03x,0.00%,9.17%,0.00%,0.83%
BLD^C12,TopBuild Corp,Construction & Engineering,$5.096B,159.40,10.62x,43.08%,28.89%,54.01%,0.00%
MODG,Topgolf Callaway Brands Corp,Leisure Products,$3.734B,20.20,19.58x,27.14%,5.43%,14.10%,0.00%
TOPPY,Toppan Inc - ADR,Professional & Commercial Services  ,$5.333B,7.63,4.29x,0.00%,0.00%,0.00%,3.38%
TTC,Toro Co,"Machinery, Equipment & Components",$11.761B,112.87,26.88x,10.96%,35.43%,14.05%,1.20%
TD,Toronto-Dominion Bank,Banking Services,$119.318B,64.76,9.31x,13.67%,17.68%,7.89%,4.36%
CURV,Torrid Holdings Inc,Other Specialty Retailers,$323.419M,3.12,10.16x,0.00%,0.00%,0.00%,0.00%
TRTL,TortoiseEcofin Acquisition III Corp,Holding Companies,$344.655M,9.99,26.75x,0.00%,4.96%,0.00%,0.00%
TOSYY,Toshiba Corp (USA),Consumer Goods Conglomerates,$14.198B,16.39,7.98x,0.00%,20.56%,0.00%,6.54%
TACYY,Total Access Communications PCL(ADR),Telecommunications Services,$2.896B,6.12,0.00x,0.00%,0.00%,0.00%,7.05%
TTE,TotalEnergies SE (ADR),Oil & Gas,$164.643B,63.13,7.24x,27.32%,20.16%,112.57%,4.45%
TSEM,Tower Semiconductor Ltd. (USA),Semiconductors & Semiconductor Equipment ,$4.845B,44.89,21.52x,11.06%,14.07%,50.93%,0.00%
TOWN,TowneBank,Banking Services,$2.257B,31.08,12.36x,1.88%,9.84%,-10.10%,2.96%
TM,Toyota Motor Corp (ADR),Automobiles & Auto Parts,$224.266B,137.46,10.05x,0.00%,9.48%,0.00%,2.88%
TPG,TPG Inc,Investment Banking & Investment Services,$6.727B,29.29,23.01x,0.00%,13.16%,0.00%,3.55%
YTPG,TPG Pace Beneficial II Corp,Holding Companies,$404.260M,9.86,--,0.00%,-0.34%,0.00%,0.00%
TRTX,TPG RE Finance Trust Inc,Residential & Commercial REITs,$559.653M,7.23,--,0.00%,-4.71%,0.00%,13.28%
TPIC,TPI Composites Inc,Renewable Energy,$409.022M,9.75,--,0.70%,-141.79%,55.40%,0.00%
TSCO,Tractor Supply Co,Other Specialty Retailers,$23.667B,214.25,23.27x,10.58%,52.46%,11.73%,1.72%
TTD,Trade Desk Inc,Software & IT Services,$20.737B,46.57,--,32.03%,-0.61%,13.19%,0.00%
TW,Tradeweb Markets Inc,Investment Banking & Investment Services,$7.030B,63.29,48.94x,0.00%,5.69%,0.00%,0.51%
COOK,Traeger Inc,Household Goods,$328.611M,2.68,--,-19.01%,-77.98%,0.00%,0.00%
TT,Trane Technologies PLC,"Machinery, Equipment & Components",$39.373B,170.96,24.34x,11.94%,26.91%,17.90%,1.57%
TAC,TransAlta Corporation (USA),Electrical Utilities & IPPs,$2.610B,9.19,38.03x,2.78%,13.87%,0.00%,1.76%
TRNS,"Transcat, Inc.",Professional & Commercial Services  ,$524.072M,69.34,52.25x,10.42%,11.68%,-7.33%,0.00%
TCI,Transcontinental Realty Investors Inc,Real Estate Operations,$371.218M,42.97,0.93x,0.00%,71.50%,0.00%,0.00%
TDG,TransDigm Group Incorporated,Aerospace & Defense,$34.128B,627.64,47.10x,12.23%,0.00%,27.25%,0.00%
TMDX,TransMedics Group Inc,Healthcare Equipment & Supplies,$1.901B,59.55,--,0.00%,-31.67%,0.00%,0.00%
RIG,Transocean LTD,Oil & Gas Related Equipment and Services,$3.313B,4.59,--,3.30%,-4.72%,17.57%,0.00%
TGAN,Transphorm Technology Inc,Semiconductors & Semiconductor Equipment ,$304.739M,5.38,--,0.00%,-244.19%,0.00%,0.00%
TGS,Transportadora de Gas del Sur SA (ADR),Oil & Gas,$774.251M,10.20,8.95x,4.41%,19.02%,-50.68%,0.00%
TRU,TransUnion,Professional & Commercial Services  ,$11.032B,57.25,54.16x,25.33%,5.89%,6.40%,0.73%
TNL,Travel + Leisure Co,Hotels & Entertainment Services,$2.893B,35.59,8.09x,14.11%,0.00%,22.19%,4.50%
TA,Travelcenters of America Inc,Oil & Gas,$676.451M,45.54,5.19x,48.73%,16.67%,124.57%,0.00%
TRV,Travelers Companies Inc,Insurance,$44.390B,189.42,13.84x,10.34%,13.77%,-6.46%,1.96%
TVTX,Travere Therapeutics Inc,Biotechnology & Medical Research,$1.307B,20.37,--,-6.77%,-129.51%,-46.18%,0.00%
TMCI,Treace Medical Concepts Inc,Healthcare Equipment & Supplies,$1.329B,23.94,--,0.00%,-56.43%,0.00%,0.00%
TIG,Trean Insurance Group Inc,Insurance,$305.783M,5.97,11.47x,0.00%,6.46%,0.00%,0.00%
TG,Tredegar Corporation,Metals & Mining,$353.950M,10.41,6.55x,0.00%,30.35%,0.00%,5.00%
THS,TreeHouse Foods Inc.,Food & Tobacco,$2.601B,46.37,--,17.94%,-4.77%,12.77%,0.00%
TMICY,Trend Micro Incorporated (ADR),Software & IT Services,$6.733B,47.82,21.52x,0.00%,18.53%,0.00%,3.33%
TREX,Trex Company Inc,Homebuilding & Construction Supplies,$4.709B,42.71,24.38x,-8.17%,31.25%,-18.06%,0.00%
TPH,Tri Pointe Homes Inc (Delaware),Homebuilding & Construction Supplies,$1.895B,18.78,3.75x,2.51%,20.91%,24.51%,0.00%
TY,Tri-Continental Corporation,Collective Investments ,$1.361B,26.11,--,0.00%,-8.42%,0.00%,5.42%
TCBK,TriCo Bancshares,Banking Services,$1.666B,49.98,13.63x,21.69%,11.89%,-0.51%,2.40%
TRS,TriMas Corp,Containers & Packaging,$1.151B,27.42,19.46x,4.12%,9.63%,-4.02%,0.58%
TRMB,Trimble Inc,Software & IT Services,$12.284B,49.81,26.15x,0.95%,12.41%,-0.38%,0.00%
TRAQ,Trine II Acquisition Corp,Holding Companies,$423.936M,10.24,22.47x,0.00%,11.59%,0.00%,0.00%
TNET,TriNet Group Inc,Professional & Commercial Services  ,$4.069B,65.38,11.25x,306.95%,45.29%,11.17%,0.00%
TRN,Trinity Industries Inc,"Machinery, Equipment & Components",$2.488B,30.56,60.37x,44.57%,3.54%,197.06%,3.40%
TSE,Trinseo PLC,Chemicals,$825.736M,23.61,--,5.69%,-7.69%,-97.20%,5.42%
TCOM,Trip.com Group Ltd (ADR),Hotels & Entertainment Services,$16.798B,34.96,--,-0.78%,-1.35%,-52.83%,0.00%
TRIP,Tripadvisor Inc,Hotels & Entertainment Services,$2.275B,17.80,--,64.20%,-0.87%,0.00%,0.00%
TPVG,Triplepoint Venture Growth BDC Corp,Investment Banking & Investment Services,$379.634M,10.76,59.93x,34.38%,1.27%,36.84%,13.75%
TRTN,Triton International Ltd,Professional & Commercial Services  ,$4.047B,68.80,6.13x,9.78%,30.05%,22.93%,4.07%
TFIN,Triumph Financial Inc,Banking Services,$1.188B,48.52,11.27x,7.72%,13.34%,-9.20%,0.00%
TGI,Triumph Group Inc,Aerospace & Defense,$689.661M,10.61,7.47x,-10.60%,0.00%,-36.71%,0.00%
TROX,Tronox Holdings PLC,Chemicals,$2.071B,13.41,3.57x,-2.33%,28.19%,0.44%,3.73%
TBI,Trueblue Inc,Professional & Commercial Services  ,$637.693M,19.49,8.78x,3.95%,15.51%,24.00%,0.00%
TFC,Truist Financial Corp,Banking Services,$55.392B,41.75,9.58x,3.42%,10.04%,-9.76%,4.98%
TRUP,Trupanion Inc,Insurance,$2.183B,53.39,--,28.95%,-13.31%,-30.34%,0.00%
TRST,TrustCo Bank Corp NY,Banking Services,$716.736M,37.62,10.22x,10.85%,12.00%,20.06%,3.83%
TRMK,Trustmark Corp,Banking Services,$2.098B,34.42,16.05x,9.38%,8.06%,7.69%,2.67%
TNP,Tsakos Energy Navigation Ltd.,Oil & Gas Related Equipment and Services,$303.843M,16.68,--,25.56%,-2.47%,0.00%,1.80%
TTEC,TTEC Holdings Inc,Software & IT Services,$2.155B,45.64,19.72x,6.23%,22.00%,-23.38%,2.28%
TTMI,"TTM Technologies, Inc.",Semiconductors & Semiconductor Equipment ,$1.574B,15.40,16.50x,12.79%,6.49%,34.38%,0.00%
TCX,Tucows Inc. (USA),Software & IT Services,$345.592M,32.02,--,0.00%,-14.71%,0.00%,0.00%
TOUR,Tuniu Corp,Hotels & Entertainment Services,$647.286M,1.83,--,0.00%,-18.38%,0.00%,0.00%
TKC,Turkcell Iletisim Hizmetleri A.S. (ADR),Telecommunications Services,$3.802B,4.32,10.93x,0.00%,27.15%,0.00%,6.89%
TKGBY,Turkiye Garanti Bankasi AS (ADR),Banking Services,$6.468B,1.54,0.00x,0.00%,0.00%,0.00%,0.00%
TKYVY,Turkiye Vakiflar Bankasi T.A.O.(ADR),Banking Services,$4.445B,6.25,0.00x,0.00%,0.00%,0.00%,0.00%
TPB,Turning Point Brands Inc,Food & Tobacco,$344.430M,19.61,9.95x,1.07%,29.55%,-11.88%,1.22%
TPC,Tutor Perini Corp,Construction & Engineering,$391.801M,7.61,--,-16.88%,-5.56%,0.00%,0.00%
TUYA,Tuya Inc (ADR),Software & IT Services,$908.446M,1.82,--,0.00%,-16.06%,0.00%,0.00%
TWLV,Twelve Seas Investment Co II,Holding Companies,$356.650M,10.00,58.96x,0.00%,2.20%,0.00%,0.00%
TWLO,Twilio Inc,Software & IT Services,$8.187B,46.91,--,33.78%,-12.20%,-84.00%,0.00%
TWST,Twist Bioscience Corp,Pharmaceuticals,$1.367B,24.17,--,30.50%,-31.80%,-16.09%,0.00%
TWO,Two Harbors Investment Corp,Residential & Commercial REITs,$1.385B,16.04,3.47x,-20.20%,24.85%,-13.41%,14.96%
TYL,"Tyler Technologies, Inc.",Software & IT Services,$13.725B,329.62,74.35x,16.19%,7.92%,8.26%,0.00%
TYRA,Tyra Biosciences Inc,Biotechnology & Medical Research,$358.675M,8.50,--,0.00%,-18.13%,0.00%,0.00%
TSN,"Tyson Foods, Inc.",Food & Tobacco,$17.595B,60.76,6.82x,2.94%,17.30%,-26.00%,3.16%
UHAL,U-Haul Holding Co,Freight & Logistics Services,$8.493B,59.58,1.11x,4.67%,17.32%,-90.21%,0.00%
UBER,Uber Technologies Inc,Software & IT Services,$50.578B,25.36,--,81.75%,-87.67%,-396.00%,0.00%
UI,Ubiquiti Inc,Communications & Networking,$16.788B,277.81,50.04x,10.78%,0.00%,9.42%,0.86%
UBS,UBS Group AG (USA),Investment Banking & Investment Services,$71.470B,18.52,8.83x,0.00%,12.63%,0.00%,2.69%
UCL,Ucloudlink Group Inc,Telecommunications Services,$983.638M,4.02,--,0.00%,-152.17%,0.00%,0.00%
UDMY,Udemy Inc,Software & IT Services,$1.521B,10.76,--,21.47%,-319.04%,25.33%,0.00%
UDR,"UDR, Inc.",Residential & Commercial REITs,$12.458B,38.27,77.59x,17.64%,4.47%,-52.08%,3.97%
UFPI,Ufp Industries Inc,Paper & Forest Products,$4.977B,80.75,7.26x,11.77%,31.32%,25.26%,1.24%
UFPT,"UFP Technologies, Inc.",Healthcare Equipment & Supplies,$876.890M,115.70,24.17x,68.89%,17.53%,113.40%,0.00%
UGI,UGI Corp,Natural Gas Utilities,$7.880B,37.58,7.58x,-10.49%,19.14%,2.76%,3.83%
PATH,UiPath Inc,Software & IT Services,$6.082B,13.02,--,0.00%,-19.44%,0.00%,0.00%
ULTA,Ulta Beauty Inc,Other Specialty Retailers,$23.013B,452.29,19.88x,15.94%,60.94%,27.09%,0.00%
UCTT,Ultra Clean Holdings Inc,Semiconductors & Semiconductor Equipment ,$1.605B,35.28,28.28x,15.81%,7.00%,-3.10%,0.00%
RARE,Ultragenyx Pharmaceutical Inc,Biotechnology & Medical Research,$3.092B,44.11,--,2.44%,-96.69%,-47.31%,0.00%
UGP,Ultrapar Participacoes SA (ADR),Oil & Gas,$1.185B,2.43,11.73x,43.94%,0.00%,28.57%,0.00%
UMBF,UMB Financial Corp,Banking Services,$3.946B,81.68,9.72x,11.83%,14.55%,21.55%,1.86%
UMH,"UMH Properties, Inc",Residential & Commercial REITs,$896.219M,16.08,--,6.77%,-10.83%,0.00%,4.98%
UMPQ,Umpqua Holdings Corp,Banking Services,$3.974B,18.31,11.63x,1.24%,13.31%,-9.95%,4.59%
UAA,Under Armour Inc,Textiles & Apparel,$2.268B,9.90,32.38x,0.00%,7.63%,0.00%,0.00%
UNICY,Unicharm Corp - ADR,Personal &Household Products & Services,$24.244B,7.81,48.72x,0.00%,10.86%,0.00%,1.16%
UNF,UniFirst Corp,Professional & Commercial Services  ,$2.930B,194.34,35.59x,7.61%,5.46%,5.87%,0.64%
UL,Unilever plc (ADR),Personal &Household Products & Services,$66.975B,51.11,21.31x,0.00%,31.40%,0.00%,3.52%
UNP,Union Pacific Corporation,Freight & Logistics Services,$128.137B,208.42,18.58x,14.92%,55.11%,15.68%,2.49%
QURE,Uniqure NV,Biotechnology & Medical Research,$1.101B,23.51,--,-93.37%,-24.78%,0.00%,0.00%
UIS,Unisys Corporation,Software & IT Services,$308.435M,4.55,--,-4.75%,0.00%,-66.29%,0.00%
UNTC,Unit Corp,Oil & Gas,$559.899M,58.25,3.85x,0.00%,69.92%,0.00%,0.00%
UAL,United Airlines Holdings Inc,Passenger Transportation Services,$12.750B,39.00,--,81.94%,-14.56%,0.00%,0.00%
UBSI,"United Bankshares, Inc.",Banking Services,$5.378B,39.94,15.17x,2.76%,7.97%,0.71%,3.61%
UCBI,"United Community Banks, Inc.",Banking Services,$3.543B,33.37,14.31x,25.11%,10.51%,-11.33%,2.64%
UFCS,"United Fire Group, Inc.",Insurance,$707.027M,28.07,13.83x,-10.47%,6.95%,-13.61%,2.28%
UMC,United Microelectronics Corp (ADR),Semiconductors & Semiconductor Equipment ,$17.457B,6.98,6.34x,18.41%,29.39%,38.55%,4.11%
UNFI,United Natural Foods Inc,Food & Drug Retailing ,$2.363B,39.49,10.14x,4.52%,13.90%,3.73%,0.00%
UOVEY,United Overseas Bank Ltd (ADR),Banking Services,$38.717B,45.93,13.00x,0.00%,9.52%,0.00%,5.67%
UPS,"United Parcel Service, Inc.",Freight & Logistics Services,$128.945B,176.68,13.83x,4.24%,77.13%,6.60%,3.44%
URI,"United Rentals, Inc.",Professional & Commercial Services  ,$24.939B,359.83,13.24x,19.82%,32.90%,48.69%,0.00%
USM,United States Cellular Corp,Telecommunications Services,$1.041B,19.93,20.24x,2.32%,1.87%,-77.22%,0.00%
USLM,United States Lime & Minerals Inc,Construction Materials,$816.205M,143.85,19.33x,0.00%,14.49%,0.00%,0.56%
UNG,"United States Natural Gas Fund, LP",Collective Investments ,$415.925M,16.85,--,0.00%,0.00%,0.00%,0.00%
X,United States Steel Corporation,Metals & Mining,$6.262B,26.73,2.22x,2.78%,37.26%,-28.86%,0.75%
UTHR,United Therapeutics Corporation,Biotechnology & Medical Research,$12.477B,273.75,18.63x,16.79%,16.86%,68.89%,0.00%
UUGRY,United Utilities Group PLC (ADR),Water Utilities,$8.425B,24.71,13.64x,0.00%,17.53%,0.00%,4.33%
UNH,UnitedHealth Group Inc,Healthcare Providers & Services,$492.906B,527.54,25.84x,12.59%,26.81%,15.83%,1.25%
UNIT,Uniti Group Inc,Residential & Commercial REITs,$1.300B,5.48,--,2.77%,0.00%,0.00%,10.95%
UTL,Unitil Corporation,Multiline Utilities,$824.777M,51.42,19.87x,9.05%,9.22%,9.79%,3.03%
U,Unity Software Inc,Software & IT Services,$8.616B,28.65,--,23.78%,-38.05%,-63.64%,0.00%
UNVR,Univar Solutions Inc,Chemicals,$5.332B,31.97,8.64x,21.21%,26.66%,55.86%,0.00%
UVV,Universal Corp,Food & Tobacco,$1.304B,53.11,14.82x,0.00%,6.82%,0.00%,5.95%
OLED,Universal Display Corporation,Semiconductors & Semiconductor Equipment ,$5.213B,110.35,27.60x,7.90%,16.89%,3.10%,1.09%
UHT,Universal Health Realty Income Trust,Residential & Commercial REITs,$662.358M,47.99,6.18x,0.00%,55.57%,0.00%,5.96%
UHS,"Universal Health Services, Inc.",Healthcare Providers & Services,$9.110B,142.00,14.61x,5.58%,12.18%,-16.75%,0.56%
UVE,"Universal Insurance Holdings, Inc.",Insurance,$334.728M,10.97,--,9.16%,-25.30%,0.00%,5.83%
ULH,Universal Logistics Holdings Inc,Freight & Logistics Services,$926.562M,35.26,6.19x,15.37%,43.08%,135.40%,1.19%
UVSP,Univest Financial Corp,Banking Services,$773.451M,26.45,10.92x,7.75%,9.50%,-16.72%,3.18%
UNM,Unum Group,Insurance,$8.119B,40.81,6.92x,0.40%,12.08%,43.91%,3.23%
UOLGY,UOL Group Ltd (ADR),Real Estate Operations,$4.290B,20.32,0.00x,0.00%,0.00%,0.00%,2.14%
UPST,Upstart Holdings Inc,Banking Services,$1.149B,14.03,248.49x,-2.12%,0.77%,0.00%,0.00%
UPWK,Upwork Inc,Professional & Commercial Services  ,$1.348B,10.26,--,22.53%,-37.82%,0.00%,0.00%
UEC,Uranium Energy Corp.,Uranium,$1.056B,3.69,349.43x,0.00%,0.90%,0.00%,0.00%
UE,Urban Edge Properties,Residential & Commercial REITs,$1.652B,14.07,22.24x,-8.20%,7.71%,-59.09%,4.55%
URBN,"Urban Outfitters, Inc.",Other Specialty Retailers,$2.326B,25.23,14.20x,4.82%,9.71%,-44.73%,0.00%
UBA,Urstadt Biddle Properties Inc,Residential & Commercial REITs,$564.838M,18.92,28.65x,0.00%,0.00%,0.00%,5.29%
USB,US Bancorp,Banking Services,$64.156B,42.71,10.19x,7.91%,14.08%,-13.14%,4.50%
USFD,US Foods Holding Corp,Food & Drug Retailing ,$7.826B,34.80,40.52x,15.72%,5.39%,38.71%,0.00%
USPH,US Physical Therapy Inc,Healthcare Providers & Services,$1.078B,82.92,27.74x,11.74%,12.78%,-15.14%,1.98%
SLCA,US Silica Holdings Inc,Metals & Mining,$969.832M,12.81,37.71x,37.42%,4.32%,0.00%,0.00%
USAC,Usa Compression Partners LP,Oil & Gas Related Equipment and Services,$1.866B,19.31,--,10.40%,-51.25%,70.00%,10.88%
USNA,"USANA Health Sciences, Inc.",Food & Tobacco,$1.035B,53.87,13.61x,-17.87%,18.98%,-42.76%,0.00%
USER,UserTesting Inc,Software & IT Services,$1.081B,7.47,--,30.19%,0.00%,74.58%,0.00%
UTMD,"Utah Medical Products, Inc.",Healthcare Equipment & Supplies,$354.782M,97.79,22.27x,0.00%,14.71%,0.00%,1.21%
UTZ,Utz Brands Inc,Food & Tobacco,$1.347B,16.67,--,17.82%,-3.18%,-3.70%,1.37%
UWMC,UWM Holdings Corp,Banking Services,$343.457M,3.71,6.78x,-19.88%,43.27%,-36.00%,10.78%
UXIN,Uxin Ltd (ADR),Software & IT Services,$3.789B,2.77,0.50x,0.00%,0.00%,0.00%,0.00%
VVX,V2X Inc,Government Activity,$1.198B,39.31,33.42x,61.79%,0.57%,-81.09%,0.00%
MTN,"Vail Resorts, Inc.",Hotels & Entertainment Services,$9.774B,242.39,28.40x,16.66%,25.97%,4.44%,3.15%
VAL,Valaris Ltd,Oil & Gas Related Equipment and Services,$4.870B,64.78,28.00x,0.00%,15.55%,0.00%,0.00%
VALE,Vale SA (ADR),Metals & Mining,$52.785B,16.59,3.74x,-23.71%,60.64%,-27.29%,8.51%
VLN,Valens Semiconductor Ltd,Semiconductors & Semiconductor Equipment ,$494.207M,4.97,--,0.00%,-74.24%,0.00%,0.00%
VLEEY,Valeo SE - ADR,Automobiles & Auto Parts,$3.805B,9.15,0.00x,0.00%,0.00%,0.00%,2.05%
VLO,Valero Energy Corporation,Oil & Gas,$47.296B,122.68,5.23x,53.97%,47.68%,856.58%,3.20%
VHI,"Valhi, Inc.",Chemicals,$633.450M,22.40,4.21x,0.00%,18.40%,0.00%,1.43%
VLY,Valley National Bancorp,Banking Services,$5.808B,11.47,10.77x,37.38%,9.25%,12.93%,3.84%
VMI,"Valmont Industries, Inc.",Construction & Engineering,$7.116B,333.57,30.28x,22.00%,16.77%,26.47%,0.66%
VALU,"Value Line, Inc.",Professional & Commercial Services  ,$458.374M,48.50,25.32x,0.00%,23.21%,0.00%,2.06%
VVV,Valvoline Inc,Chemicals,$5.549B,31.78,52.41x,16.45%,49.60%,-48.11%,1.57%
VNDA,Vanda Pharmaceuticals Inc.,Biotechnology & Medical Research,$407.448M,7.20,64.42x,-4.16%,1.29%,-91.38%,0.00%
VREX,Varex Imaging Corp,Healthcare Equipment & Supplies,$812.025M,20.25,27.50x,4.12%,5.96%,-14.69%,0.00%
VRNS,Varonis Systems Inc,Software & IT Services,$2.631B,23.87,--,20.85%,-25.01%,7.69%,0.00%
PCVX,Vaxcyte Inc,Biotechnology & Medical Research,$2.173B,46.48,--,0.00%,-52.31%,0.00%,0.00%
VECT,VectivBio Holding AG,Pharmaceuticals,$301.131M,8.85,--,0.00%,-51.25%,43.34%,0.00%
VAQC,Vector Acquisition II Corp,Holding Companies,$453.150M,10.07,319.48x,0.00%,0.41%,0.00%,0.00%
VGR,Vector Group Ltd,Food & Tobacco,$1.816B,11.73,13.12x,16.47%,0.00%,-16.96%,6.82%
VECO,Veeco Instruments Inc.,Semiconductors & Semiconductor Equipment ,$969.876M,18.86,25.15x,12.03%,10.55%,4.90%,0.00%
VEEV,Veeva Systems Inc,Healthcare Equipment & Supplies,$23.607B,167.52,60.29x,15.86%,12.81%,12.06%,0.00%
VLD,Velo3D Inc,Electronic Equipment & Parts,$335.554M,1.80,--,0.00%,-22.99%,0.00%,0.00%
VEL,Velocity Financial Inc,Banking Services,$314.435M,9.70,10.30x,0.00%,10.19%,0.00%,0.00%
VTR,"Ventas, Inc.",Residential & Commercial REITs,$17.923B,44.84,--,7.48%,-0.39%,-92.31%,4.01%
VTYX,Ventyx Biosciences Inc,Biotechnology & Medical Research,$1.851B,32.69,--,0.00%,-61.49%,69.32%,0.00%
VEOEY,Veolia Environnement SA (ADR),Multiline Utilities,$10.443B,25.78,50.07x,0.00%,3.34%,0.00%,3.95%
VEON,VEON Ltd (ADR),Telecommunications Services,$732.690M,0.45,4.28x,0.00%,37.50%,0.00%,0.00%
VERA,Vera Therapeutics Inc,Biotechnology & Medical Research,$546.522M,19.76,--,0.00%,-76.85%,0.00%,0.00%
VCYT,Veracyte Inc,Biotechnology & Medical Research,$1.957B,27.28,--,32.73%,-4.01%,44.14%,0.00%
OEZVY,VERBUND AG,Electrical Utilities & IPPs,$14.474B,17.01,0.00x,0.00%,0.00%,0.00%,1.28%
VCEL,Vericel Corp,Pharmaceuticals,$1.166B,24.69,--,5.40%,-10.82%,-175.00%,0.00%
VRNT,Verint Systems Inc.,Software & IT Services,$2.355B,35.76,--,2.30%,-2.61%,9.65%,0.00%
VRE,Veris Residential Inc,Residential & Commercial REITs,$1.456B,15.99,--,8.33%,-9.26%,19.42%,0.00%
VRSN,"Verisign, Inc.",Software & IT Services,$21.713B,204.81,27.24x,7.19%,0.00%,11.41%,0.00%
VRSK,"Verisk Analytics, Inc.",Software & IT Services,$27.543B,176.12,27.35x,-3.22%,44.00%,3.77%,0.70%
VBTX,Veritex Holdings Inc,Banking Services,$1.523B,28.21,10.07x,23.31%,10.97%,3.58%,2.84%
VRTV,Veritiv Corp,Containers & Packaging,$1.800B,133.50,6.13x,5.61%,51.63%,160.82%,1.89%
VZ,Verizon Communications Inc.,Telecommunications Services,$158.669B,37.78,8.22x,2.46%,23.45%,-3.90%,6.91%
VRNA,Verona Pharma PLC - ADR,Biotechnology & Medical Research,$1.703B,23.21,--,0.00%,-40.18%,0.00%,0.00%
VRRM,Verra Mobility Corp,Professional & Commercial Services  ,$2.062B,13.76,26.40x,34.33%,38.00%,33.78%,0.00%
VTNR,Vertex Energy Inc,Oil & Gas,$458.554M,6.06,--,"2,297.17%",-102.33%,5.56%,0.00%
VERX,Vertex Inc,Software & IT Services,$747.564M,15.34,--,0.00%,-3.48%,0.00%,0.00%
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology & Medical Research,$74.582B,290.55,22.93x,17.85%,29.02%,12.67%,0.00%
EVTL,Vertical Aerospace Ltd,Aerospace & Defense,$707.383M,3.38,--,0.00%,0.00%,0.00%,0.00%
VRT,Vertiv Holdings Co,"Machinery, Equipment & Components",$4.958B,13.14,68.65x,0.00%,7.01%,0.00%,0.08%
VERU,Veru Inc,Personal &Household Products & Services,$411.984M,5.11,--,-8.78%,-71.87%,-33.33%,0.00%
VERV,Verve Therapeutics Inc,Biotechnology & Medical Research,$1.166B,18.92,--,0.00%,-31.65%,0.00%,0.00%
VRTB,"Vestin Realty Mortgage II, Inc.",Residential & Commercial REITs,$6.537B,"2,700.00",--,0.00%,-33.75%,0.00%,0.00%
CKSNY,Vesuvius PLC (ADR),"Machinery, Equipment & Components",$1.248B,4.60,68.83x,0.00%,-8.09%,0.00%,5.71%
VFC,VF Corp,Textiles & Apparel,$9.893B,25.46,23.66x,-2.33%,12.68%,-34.59%,8.01%
VIAYY,Via SA (ADR),Diversified Retail,$516.933M,0.32,0.00x,0.00%,0.00%,0.00%,0.00%
VVI,Viad Corp,Media & Publishing,$563.258M,27.25,--,117.77%,-42.74%,94.75%,0.00%
VSAT,Viasat Inc,Communications & Networking,$2.417B,31.98,--,-0.05%,-5.71%,-780.95%,0.00%
VTRS,Viatris Inc,Pharmaceuticals,$13.158B,10.85,16.45x,-8.44%,3.99%,-8.92%,4.42%
VIAV,Viavi Solutions Inc,Communications & Networking,$2.331B,10.30,23.52x,-12.40%,13.66%,-36.84%,0.00%
VICI,VICI Properties Inc,Residential & Commercial REITs,$31.570B,32.78,30.63x,0.00%,4.71%,0.00%,4.76%
VICR,Vicor Corp,"Machinery, Equipment & Components",$1.767B,54.82,93.89x,10.43%,6.08%,-42.06%,0.00%
VSCO,Victoria's Secret & Co,Other Specialty Retailers,$3.208B,39.69,8.35x,0.00%,172.90%,0.00%,0.00%
VCTR,Victory Capital Holdings Inc,Investment Banking & Investment Services,$446.328M,27.49,6.86x,-4.51%,30.29%,-5.60%,4.26%
VNRFY,Vienna Insnc Grp Wnr Vrschrng Grp AG-ADR,Insurance,$3.008B,4.70,0.00x,0.00%,0.00%,0.00%,5.67%
VRAY,Viewray Inc,Healthcare Equipment & Supplies,$823.629M,4.54,--,42.85%,-96.02%,11.94%,0.00%
VIGL,Vigil Neuroscience Inc,Biotechnology & Medical Research,$358.656M,10.08,--,0.00%,-84.54%,0.00%,0.00%
VKTX,Viking Therapeutics Inc,Biotechnology & Medical Research,$605.068M,7.89,--,0.00%,-33.84%,-23.94%,0.00%
VMEO,Vimeo Inc,Software & IT Services,$530.812M,3.38,--,10.34%,-27.13%,-84.85%,0.00%
VINP,Vinci Partners Investments Ltd,Investment Banking & Investment Services,$504.640M,9.09,12.33x,0.00%,15.45%,0.00%,8.80%
VNOM,Viper Energy Partners LP,Oil & Gas,$2.352B,31.71,14.27x,67.52%,25.92%,217.74%,6.18%
VIPS,Vipshop Holdings Ltd - ADR,Software & IT Services,$1.533B,13.74,11.51x,-12.20%,17.22%,18.34%,0.00%
VIR,Vir Biotechnology Inc,Biotechnology & Medical Research,$3.496B,26.26,3.09x,0.00%,75.52%,0.00%,0.00%
SPCE,Virgin Galactic Holdings Inc,Aerospace & Defense,$1.032B,3.76,--,0.00%,-54.33%,0.00%,0.00%
